NLS Key,Transfer Action,Hindi,Hindi - Engg,English,English - Engg,,,Tamil,Tamil - Engg,Telugu,Telugu - Engg
PAYMENT_HESITATION_OTHER_REASON_REPEAT_1,,हमारे expert इसमें आपकी मदद कर सकते हैं। क्या आप कृपया callback के लिए किसी date का सुझाव दे सकते हैं?,,Our experts can help you with this. Can you please suggest a date for the callback?,,,,,,,
PAYMENT_HESITATION_OTHER_REASON_REPEAT_2,,"कृपया callback करने के लिए उचित समय का सुझाव date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_OTHER_REASON_SILENCE_1,,"कृपया callback करने के लिए उचित समय का सुझाव date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_OTHER_REASON_SILENCE_2,,"callback करने के लिए उचित समय का सुझाव date, month और year के format में दें | जैसे की आप कह हैं 1 January {{.current_year}}.",,"For the call back please suggest a date in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_OTHER_REASON_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_HESITATION_OTHER_REASON_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
INVALID_PAYMENT_CALLBACK_DATE_1,,समझ गई। क्या आप callback के लिए कोई पसंदीदा तारीख दे सकते हैं?,,Got it. Can you give a preferred date for the callback?,,,,,,,
INVALID_PAYMENT_CALLBACK_DATE_GREETING_1,,क्या आप manager से callback करने के लिए कोई पसंदीदा तारीख दे सकते हैं?,,"Hello, can you give me a preferref date to schedule a callback with my manager?",,,,,,,
INVALID_PAYMENT_COVERAGE_CALLBACK_DATE_REPEAT_1,,"Manager से callback निश्चित करने के लिए कृपया मुझे उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"To schedule a callback with my manager please give a suitable date in the format of date, month and year. Example 1st january {{.current_year}}.",,,,,,,
INVALID_PAYMENT_CALLBACK_DATE_REPEAT_2,,"कृपया मुझे callback निश्चित करने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please give a suitable date for the callback in the format of date, month and year. Example 1st january {{.current_year}}.",,,,,,,
INVALID_PAYMENT_CALLBACK_DATE_SILENCE_1,,"कृपया मुझे callback निश्चित करने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please give a suitable date to schedule a callback, in the format of date, month and year. Example 1st january {{.current_year}}.",,,,,,,
INVALID_PAYMENT_CALLBACK_DATE_SILENCE_2,,"कृपया मुझे उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please give a suitable date in the format of date, month and year. Example 1st january {{.current_year}}. ",,,,,,,
INVALID_PAYMENT_CALLBACK_DATE_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
INVALID_PAYMENT_CALLBACK_DATE_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
INVALID_PAST_DATE_1,,मुझे क्षमा करे लेकिन आपके द्वारा बताई गई तारीख अतीत की है। कृपया renewal payment के लिए एक valid date दें।,,I am sorry but the date stated by you is in the past. Please give a valid date for the renewal payment.,,,,,,,
INVALID_ALREADY_PAID_DATE_1,,"लगता है कि यह तारीख अमान्य है। आगे बढ़ने के लिए, कृपया payment की सही तारीख बताएं। ",,"Looks like this is an invalid date input. Kindly, provide the valid date of payment.",,,,,,,
HANGUP_UNSUCCESFUL_PH_1,,कोई बात नहीं। इसमें आपकी सहायता करने के लिए हमारे manager आपसे जल्द संपर्क करेंगे। आपके समय के लिए धन्यवाद ! आपका दिन शुभ हो!,,No issues. To assist you with this my manager will soon get in touch with you. Thank you! Have a good day!,,,,,,,
PAYMENT_MODE_DATE_AGAIN_1,,जी दोबारा बताइए आप कब तक पेमेंट कर सकते है?,,Please tell me again by when can you make the payment?,,,,,,,
PAYMENT_MODE_DATE_AGAIN_GREETING_1,,"Hello, जी दोबारा बताइए आप कब तक पेमेंट कर सकते है?",,"Hello, please tell me again by when can you make the payment?",,,,,,,
PAYMENT_MODE_DATE_AGAIN_REPEAT_1,,कृपया दोबारा बताएं आप कब तक पेमेंट कर सकते है? जैसे की आप कह सकते है 15th August 2021.,,Please tell me again by when can you make the payment? You can say it like 15th August 2021.,,,,,,,
PAYMENT_MODE_DATE_AGAIN_REPEAT_2,,Please दोबारा बताएं आप कब तक पेमेंट कर कर सकते है?,,Please tell me again by when can you make the payment?,,,,,,,
PAYMENT_MODE_DATE_AGAIN_SILENCE_1,,कृपया दोबारा बताएं आप कब तक पेमेंट कर सकते है? जैसे की आप कह सकते है 15th August 2021.,,Please tell me again by when can you make the payment?,,,,,,,
PAYMENT_MODE_DATE_AGAIN_SILENCE_2,,आप दोबारा बताएं आप कब तक पेमेंट कर सकते है? जैसे की आप कह सकते है 15th August 2021.,,Tell me again by when can you make the payment? You can say it like 15th August 2021.,,,,,,,
PAYMENT_MODE_DATE_AGAIN_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_MODE_DATE_AGAIN_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
